,Title,Link,Genre,Author,Description
321,384 Tình Huống Thực Hành Đàm Thoại Tiếng Hàn,https://khosachonline.com/sach/384-tinh-huong-thuc-hanh-dam-thoai-tieng-han,Học Ngoại Ngữ,Jung min kyung,"Cuốn sách 384 tình huống thực hành đàm thoại tiếng Hàn với 192 mẫu câu cơ bản, ứng dụng được trong nhiều tình huống giao tiếp khác nhau. Mỗi mẫu câu đều có hai tình huống đàm thoại. Bạn nên học thuộc các mẫu câu đàm thoại này để hiểu cách vận dụng."
322,301 Câu Đàm Thoại Tiếng Hoa,https://khosachonline.com/sach/301-cau-dam-thoai-tieng-hoa,Học Ngoại Ngữ,Nhiều Tác Giả,"Giáo trình 301 Câu Đàm Thoại Tiếng Hoa được xuất bản lần đầu tiên vào năm 1990. Năm 1998, sách được chỉnh sửa, tái bản và được xếp vào hệ thống giáo trình tiếng Trung Quốc dành cho người ngước ngoài (tủ sách tinh hoa) của trường Đại học ngôn ngữ Bắc Kinh.
Giáo trình 301 Câu Đàm Thoại Tiếng Hoa với các bảng chú thích bằng tiếng Anh, Pháp, Hàn, Nhật đã được tái bản nhiều lần và được độc giả khắp mọi nơi đón nhận nồng nhiệt, số lượng tiêu thụ lên đến hơn ba trăm ngàn bộ."
323,360 Động Từ Bất Quy Tắc Đầy Đủ,https://khosachonline.com/sach/360-dong-tu-bat-quy-tac-day-du,Học Ngoại Ngữ,Nhiều tác giả,"Động từ bất quy tắc được sử dụng rất nhiều trong câu điều kiện căn bản. Đây cũng là một kiến thức vô cùng quan trọng đối với những người mới bắt đầu học tiếng Anh. Những động từ bất quy tắc ấy là gì? Chúng được sử dụng như thế nào? Nó có thực sự quan trọng trong tiếng Anh?
Trong tiếng Anh có hơn 600 động từ bất quy tắc khác nhau. Nhưng trong thực tế thì số từ được sử dụng thường xuyên chỉ khoảng hơn 200 từ và các dạng của chúng cũng đa số giống nhau.
Sachvui.com xin giới thiệu đến các bạn ebook 360 động từ bất quy tắc đầy đủ, mong rằng sẽ giúp ích được cho các bạn trong quá trình học tập và làm việc."
324,Từ Điển Lào - Việt,https://khosachonline.com/sach/tu-dien-lao-viet,Học Ngoại Ngữ,Trần Kim Lân,"Từ điển là một công cụ không thể thiếu cho các bạn trong quá trình học tiếng Lào.
Nhằm hỗ trợ các bạn trong việc tra cứu từ mới tiếng Lào, chúng tôi có sưu tầm và xin gửi tới các bạn Ebook từ điển Lào - Việt mới nhất của BS. Trần Kim Lân.
Cuốn từ Điển Lào Việt này bao gồm 50.000 từ và 25.000 ví dụ về ngữ cảnh, phần mở đầu của từ điển ngoài giới thiệu tác giả đã dành ra hẳn một chương mục giới thiệu cách đọc, phát âm tiếng Lào cũng như cách ghép âm tiết và chữ cái của Chữ Lào một cách cơ bản nhưng đầy đủ, chia ra 31 phân mục theo bảng chữ cái của Lào. Từ điển gồm hơn 1079 trang"
325,Từ Điển Quy Phạm Nét Chữ Chuẩn Tiếng Trung Quốc,https://khosachonline.com/sach/tu-dien-quy-pham-net-chu-chuan-tieng-trung-quoc,Học Ngoại Ngữ,Ủy Ban Ngôn Ngữ Trung Quốc,"Từ Điển Quy Phạm Nét Chữ Chuẩn Tiếng Trung là cuốn từ điển thích hợp cho bất cứ ai học tiếng Trung.Nội dung bao gồm 7000 chữ Hán hiện đại có tần số sử dụng nhiều nhất, thứ tự các nét của từng chữ được thể hiện dưới 3 hình thức:
- Thứ nhất, viết dưới dạng chữ hoàn chỉnh
- Thứ hai, thể hiện qua 5 nét cơ bản
- Thứ ba, thể hiện 5 nét cơ bản dưới dạng số thứ tự 1,2,3,4,5
Thứ tự các nét được liệt kê theo đúng chuẩn của Ủy ban ngôn ngữ Trung Quốc, áp dụng thống nhất tại Trung Quốc"
326,Từ Điển Việt Ý - Ý Việt,https://khosachonline.com/sach/tu-dien-viet-y-y-viet,Học Ngoại Ngữ,CARLO ARDUINI - NGUYỄN VĂN HÒA,"Đây là bản in lại Từ điển Việt-Ý và Từ điển Ý-Việt xuất bản năm 2004, in gộp, có bổ sung và sửa chữa Từ điển Việt - Ý in năm 1999 và Từ điển Ý-Việt in năm 2002. Từ điển có hơn 32.000 từ, gồm những từ thông dụng và thuật ngữ nhiều ngành tri thức nhân văn. Về cú pháp có nhiều kiểu nói đặc biệt và tục ngữ được sử dụng nhiều trong hai ngôn ngữ.Công trình này mong giúp ích những người học tiếng Ý và mong sữ là một cống hiến cụ thể vào việc phát triển những quan hệ văn hóa và hữu nghị giữa Việt Nam và Italia.  "
327,Từ Điển Nhật-Việt Việt-Nhật,https://khosachonline.com/sach/tu-dien-nhat-viet-viet-nhat,Học Ngoại Ngữ,Trần Việt Thanh,"Từ điển Nhật - Việt, Việt - Nhật do tác giả Trần Việt Thanh biên soạn đã được Nhà xuất bản Tổng hợp TP. Hồ Chí Minh giới thiệu. Với khoảng 90.000 từ ngữ thông dụng trong mọi tình huống giao tiếp, sinh hoạt xã hội, kinh tế, thương mại... hy vọng cuốn sách này sẽ rất hữu ích đối với tất cả bạn đọc trong quá trình học tiếng Nhật.

Như mọi cuốn từ điển khác được sử dụng trong giảng dạy và học tập, nội dung cuốn Từ điển Nhật - Việt, Việt - Nhật được sắp xếp, bố cục rất khoa học, hợp lý với chủ đề bao quát nhiều lĩnh vực trong cuộc sống, công việc, giúp người đọc dễ dàng tra cứu và ghi nhớ. Sở dĩ nội dung cuốn từ điển chỉ đưa ra ý nghĩa của từ ngữ và những từ liên quan mà không đưa ra ví dụ là vì tác giả biên soạn muốn đưa ra nhiều từ để tiện việc tra cứu nhanh hơn. Ngoài ra, cuốn từ điển còn có phiên âm cách đọc Hiragana."
328,Đại Từ Điển Chữ Nôm,https://khosachonline.com/sach/dai-tu-dien-chu-nom,Học Ngoại Ngữ,Vũ Văn Kính,"Sách dày 1600 trang khổ lớn, bao gồm hơn 37.000 chữ Nôm với hơn 7000 âm đọc, là một tài liệu tra cứu thuận tiện và phong phú cho bất cứ ai sử dụng đến chữ Nôm. Trong tình hình nghiên cứu hiện nay, những tư liệu quý và có hệ thống như thế này không nhiều lắm. Đây chắc chắn là một món quà quý giá cho các nhà nghiên cứu chữ Nôm cũng như các độc giả có nhu cầu đọc hiểu các bản văn Nôm, vốn đã trở nên phức tạp và khó hiểu đối với phần lớn những người trẻ được đào tạo theo văn hóa và chữ viết hiện đại.
Soạn giả Vũ Văn Kính là một trong những cây đại thụ hiếm hoi còn sót lại của thế hệ đi trước. Với tâm nguyện và nhiệt tình đóng góp cho văn hóa nước nhà, sau khi đã hưu trí từ Viện Khoa học Xã hội, ông vẫn tiếp tục công việc nghiên cứu và cho ra đời nhiều công trình quan trọng, trong đó có bộ tự điển chữ Nôm này."
329,Learning English As A Foreign Language For Dummies,https://khosachonline.com/sach/learning-english-as-a-foreign-language-for-dummies,Học Ngoại Ngữ,Gavin Dudeney- Hockly - Nicky,"Learning English as a Foreign Language For Dummies của hai tác giả Gavin Dudeney và Nicky Hockly đưa ra cho người học những kiến thức thú vị về ngôn ngữ Tiếng Anh và từng bước bắt đầu học để có thể đạt được hiệu quả cao nhất.
Learning English as a Foreign Language For Dummies giúp bạn:
Nâng cao kỹ năng Tiếng Anh mà không cần giáo viên.
Nói Tiếng Anh trôi chảy ở nơi làm việc hoặc giao tiếp hàng ngày.
Sử dụng ngữ pháp Tiếng Anh đúng và phát âm chuẩn
Âm điệu lưu loát với phương pháp học Tiếng Anh hiệu quả
Learning English as a Foreign Language For Dummies gồm các phần:
Part I: Getting Started
Part II: English in Action
Part III: English on the Go
Part IV: The Part of Tens
Part V: Appendices"
330,Streamline English Directions - Có File Audio Mp3,https://khosachonline.com/sach/streamline-english-directions-co-file-audio-mp3,Học Ngoại Ngữ,Bernard Hartley - Peter Viney,Các bạn tải file zip ở trên trọn bộ bao gồm file sách PDF và file hội thoại audio MP3
331,Tự Học Giao Tiếp Tiếng Hàn Cơ Bản,https://khosachonline.com/sach/tu-hoc-giao-tiep-tieng-han-co-ban,Học Ngoại Ngữ,Lê Huy Khoa,"Tự học giao tiếp tiếng Hàn cơ bản"" là cuốn sách giúp các bạn có thể giao tiếp thông thường với người Hàn Quốc khi đi du lịch hay là nền tảng để bắt đầu học Tiếng Hàn một cách bài bản. Cuốn sách có 14 chương, các chương được sắp xếp theo chủ đề để tiện cho việc học của các bạn, mời các bạn tham khảo.
Tự học giao tiếp tiếng Hàn cơ bản
Mục lục:
Chương 1: Phát âm 
Chương 2: Từ loại 
Chương 3: Các từ ngữ thông dụng
Chương 4: Các mẫu câu cơ bản 
Chương 5: Chào hỏi 
Chương 6: Mua sắm
Chương 7: Tại hiệu sách
Chương 8: Ăn uống
Chương 9: Cơ thể, bệnh tật, điều trị 
Chương 10: Khách sạn 
Chương 11: Giao thông
Chương 12: Ngân hàng, bưu điện
Chương 13: Trường học 
Chương 14: Công việc, sinh hoạt
Phụ lục:
Bảng phiên âm chữ Hàn Quốc sang
Giới thiệu cơ bản về Hàn Quốc
Ngày quốc lễ, ngày nghỉ do pháp luật
Ý nghĩa các biển báo, bảng hiệu."
332,60 Bài Luận Tiếng Anh Thông Dụng,https://khosachonline.com/sach/60-bai-luan-tieng-anh-thong-dung,Học Ngoại Ngữ,Trần Văn Hải,"Tập sách ""60 Bài Luận Tiếng Anh Thông Dụng"" được biên soạn nhằm giúp các thí sinh làm tốt bài thi môn Viết trong các kỳ thi tiếng Anh, đặc biệt là các kỳ thi chứng chỉ quốc gia cấp độ A, B, C.
Sách gồm 60 bài luận thuộc đủ các đề tài thông thường từ dễ đến khó. Các bài viết tiếng Anh sử dụng từ vựng và cú pháp đơn giản, trình độ trung học phổ thông, đồng thời dịch sát nghĩa tiếng Việt ở trang đối diện. Mỗi bài được giới hạn trong khoảng 150 từ như quy định trong các đề luận tiếng Anh. Xin trân trọng giới thiệu cùng các bạn."
333,Vệ Sinh Yếu Quyết,https://khosachonline.com/sach/ve-sinh-yeu-quyet,Y Học - Sức Khỏe,Hải Thượng Lãn Ông,"Vệ sinh yếu quyết diễn ca 
Để cho nam nữ trẻ gia đều hay 
Tấc lòng tâm niệm bấy nay 
Mong đời hết bệnh kéo dài ngày xuân 
Dưỡng sinh theo phép Chân nhân
Sách trên đã chép nguyên văn mấy bài 
Để tuỳ hoàn cảnh tuỳ thời 
Tuỳ nghi lĩnh hội những lời tinh ba 
Quyển này đúc lại thành ca 
Mấy lời thiết yếu để ta ghi lòng 
Bao gồm phương pháp dự phòng 
Cổ kim dung hợp quán thông dung hoà"
334,Bệnh Tiểu Đường Cách Phát Hiện Và Điều Trị Bệnh,https://khosachonline.com/sach/benh-tieu-duong-cach-phat-hien-va-dieu-tri-benh,Y Học - Sức Khỏe,Bs Bạch Minh,"Bệnh tiểu đường hay còn gọi là bệnh “đái tháo đường“, một số nơi còn gọi là bệnh ” dư đường“. 
Nguyên nhân bệnh này là do cơ thể thiếu hoặc bị giảm hoocmon Insulin, dẫn đến gây rối loạn việc chuyển hóa chất đường trong cơ thể, kéo theo hậu quả là cơ thể dư thừa chất đường.
Bệnh tiểu đường còn là một trong những nguyên nhân chính gây ra các bệnh hiểm nghèo như: tim mạch, tai biến mạch máu não, suy thận…"
335,Bác Sĩ Tốt Nhất Là Chính Mình - Tập 5: Bệnh Alzheimer,https://khosachonline.com/sach/bac-si-tot-nhat-la-chinh-minh-tap-5-benh-alzheimer,Y Học - Sức Khỏe,Nhiều tác giả,"Theo dõi qua phương tiện truyền thông ít nhiều chúng ta đã biết về Alzeimer – bệnh mất trí nhớ ở người. Làm thế nào để xác định thủ phạm, nguyên nhân gây mất trí nhớ ở bệnh nhân Alzeimer; cách luyện tập, điều trị để phòng ngừa và làm thuyên giảm chứng mất trí nhớ, … Tất cả những điều này đều được trình bày cặn kẽ trong cuốn sách rất đơn giản và dễ hiểu nhằm trang bị cho bạn đọc những kiến hiểu biết nhất định để phòng ngừa và tránh xa bệnh tật."
336,Bí Quyết Kéo Dài Tuổi Thọ Trên 100 Năm Qua Các Thời Đại,https://khosachonline.com/sach/bi-quyet-keo-dai-tuoi-tho-tren-100-nam-qua-cac-thoi-dai,Y Học - Sức Khỏe,Nguyễn Hạc Thúy,"“Bí quyết kéo dài tuổi thọ trên 100 năm qua các thời đại” một nội dung có giá trị cao giúp cho những người cao tuổi từ nông dân, công nhân, người lao động bình thường đến trí thức, các nhà khoa học, đến các cán bộ trung cấp, thứ trưởng, bộ trưởng, thủ trưởng và Tổng thống ... là người cao tuổi cao tuổi ai ai cũng cần để biết cách đề phòng, ăn uống, luyện tập, dùng thuốc ... tự làm cho mình khỏe, kéo dài tuổi thọ, tăng thêm chất lượng sống cho năm tháng để có nhiều sinh lực để mãn nguyện đạt nhiều mục đích về mọi mặt mà trong khi mình đã thuộc vào tốp người cao tuổi."
337,Bào Chế Đông Dược,https://khosachonline.com/sach/bao-che-dong-duoc,Y Học - Sức Khỏe,Ts. Nguyễn Đức Quang,"""Bào chế Đông dược"" là cuốn sách nói về bào chê các dạng thuốc phương Đông, là phần tiếp nối của chế biến đê chuyên từ thuôc chín thành các dạng thuôc sử dụng trực tiếp cho người bệnh, đó là các dạng Cao, Đơn, Hoàn, Tán, Đĩnh, Lộ ... và Thuôc sắc.
Trước đây, các dạng thuốc này được coi là bí mật, gia truyền của các lương y, vì thế còn thiếu sự thống nhất và chuẩn hoá vê phương pháp bào chế. Trong cuốn sách này, tác giả trình bàv kỹ thuật bào chê các dạng thuôc trên cơ sở lý luận của Y Dược học phương Đông, có chứng minh bằng các dữ liệu khoa học; đồng thòi giói thiệu các bài thuốc của các lương y công hiến cho Bộ Y tế, các bài thuốc cổ phương được giới thiệu trong Dược điển của một sô"" nưóc, các bài thuôc đã qua nghiên cứu của các trường đại học và các bài thuốc sở trường của một sô’ cơ sở Đông y."
